session_id,frame_index,target_x,target_y,target_flux,target_sky,comp_flux_sum,n_comps_ok,t_utc,MJD-OBS,airmass,TELALT,WEATHER,sky_level,CAMTEMP,target,rel_flux,norm_flux,target_only_norm,bjd_tdb
CoRoT-2__2026-08-09,12,382.9080366617812,211.61043968764545,12803.0,37.0,87696.0,8,2026-08-09 05:54:17.035000+00:00,61261.246,1.1594612828318087,59.595,100,411.0,281.0,CoRoT-2,0.14599297573435505,0.9947041092781765,1.0094017936335862,2461261.751812786
CoRoT-2__2026-08-09,13,382.38347591846724,211.55084392643934,3561.0,43.0,24572.0,8,2026-08-09 05:57:16.611000+00:00,61261.248,1.1604251174558586,59.514,100,417.0,281.0,CoRoT-2,0.14492104834771286,0.9874006717601899,0.2807529319010545,2461261.7538127163
CoRoT-2__2026-08-09,14,379.882460690217,213.78404729786527,13136.0,34.0,89964.0,8,2026-08-09 06:00:15.288000+00:00,61261.25,1.161584507318822,59.417,100,411.0,282.0,CoRoT-2,0.14601396114001156,0.9948470906040684,1.0356558588745441,2461261.7558126464
CoRoT-2__2026-08-09,15,380.1176464846374,203.032100970772,13432.0,36.0,92528.0,8,2026-08-09 06:03:16.965000+00:00,61261.252,1.1629663699883843,59.302,100,411.0,281.0,CoRoT-2,0.145166868407401,0.9890755346930458,1.0589928057553957,2461261.7578125764
CoRoT-2__2026-08-09,16,379.3279313836776,206.9136990931107,13237.0,34.0,91658.0,8,2026-08-09 06:06:15.478000+00:00,61261.254,1.1645259672274593,59.173,100,412.0,282.0,CoRoT-2,0.14441729036199785,0.9839683823918015,1.043618803587267,2461261.759812507
CoRoT-2__2026-08-09,17,379.4812614310391,206.3245959520743,13384.0,35.0,92025.0,8,2026-08-09 06:09:16.052000+00:00,61261.256,1.1662910715765202,59.028,100,412.0,282.0,CoRoT-2,0.14543873947296931,0.990927892758592,1.0552084359909333,2461261.761812437
CoRoT-2__2026-08-09,18,383.09657836006556,205.04739095995902,13329.0,38.0,91277.0,8,2026-08-09 06:12:15.646000+00:00,61261.259,1.1682660062268988,58.867,100,413.0,281.0,CoRoT-2,0.1460280245845065,0.994942910049897,1.0508721789691535,2461261.7648123316
CoRoT-2__2026-08-09,19,376.64064199258104,203.3130478771306,13171.0,41.0,90155.0,8,2026-08-09 06:15:15.175000+00:00,61261.261,1.17043077540296,58.692,100,413.0,280.0,CoRoT-2,0.1460928401087017,0.995384522174985,1.0384152951611314,2461261.7668122617
CoRoT-2__2026-08-09,20,381.63755256559926,203.27672689074166,13436.0,35.0,91488.0,8,2026-08-09 06:18:15.828000+00:00,61261.263,1.1728276966140088,58.5,100,412.0,282.0,CoRoT-2,0.14686079048618397,1.0006168519659284,1.0593081699024343,2461261.7688121917
CoRoT-2__2026-08-09,21,379.1448613918927,203.61097433728105,13186.0,38.0,91028.0,8,2026-08-09 06:21:15.416000+00:00,61261.265,1.1754250442062697,58.294,100,412.0,281.0,CoRoT-2,0.14485652766181834,0.9869610684774298,1.039597910712526,2461261.7708121217
CoRoT-2__2026-08-09,22,375.52877490010167,201.62079712091503,13319.0,40.0,91614.5,8,2026-08-09 06:24:15.222000+00:00,61261.267,1.178241314882358,58.073,100,412.0,280.0,CoRoT-2,0.1453809167762745,0.990533925352129,1.0500837686015572,2461261.7728120512
CoRoT-2__2026-08-09,23,377.1882976419787,204.20203289933042,13338.0,37.0,90423.0,8,2026-08-09 06:27:15.847000+00:00,61261.269,1.1812571988248586,57.839,100,412.0,281.0,CoRoT-2,0.14750671842340998,1.0050177977663988,1.05158174829999,2461261.7748119812
CoRoT-2__2026-08-09,24,378.0447943160688,203.526895693158,11468.0,38.0,76973.0,8,2026-08-09 06:30:16.413000+00:00,61261.271,1.184492041346157,57.591,100,413.0,281.0,CoRoT-2,0.14898730723760278,1.0151055966500153,0.9041490095594757,2461261.7768119113
CoRoT-2__2026-08-09,25,374.80118403016843,206.14837152913884,12761.0,35.0,87273.0,8,2026-08-09 06:33:16.067000+00:00,61261.273,1.1879530427854403,57.329,100,412.0,282.0,CoRoT-2,0.14621933473124563,0.9962463767965045,1.0060904700896818,2461261.778811841
CoRoT-2__2026-08-09,26,377.5033100233077,203.81095215879122,5141.0,42.0,38065.0,8,2026-08-09 06:36:15.647000+00:00,61261.275,1.1916344796379457,57.054,100,416.0,281.0,CoRoT-2,0.1350584526467884,0.9202031615888134,0.4053217699812752,2461261.7808117704
CoRoT-2__2026-08-09,27,376.3039906381703,203.64009195054504,10400.0,39.0,71869.0,8,2026-08-09 06:39:15.309000+00:00,61261.277,1.1955441082246356,56.766,100,413.0,281.0,CoRoT-2,0.14470773212372512,0.9859472694748471,0.8199467823001872,2461261.7828117004
