target,session_id,track_id,n_points,depth_pct,significance_sigma,median_flux,rms_ppt,expected_depth_pct,n_field_stars,field_p_value,field_sigma_95,field_sigma_median,depth_ratio
CoRoT-2,CoRoT-2__2026-08-16,954,81,2.1177316289034005,1.3560038007960065,700.5,72.59768100023243,2.75,263,0.21292775665399238,2.2539087962604873,0.39203035471863035,0.7700842286921457
CoRoT-2,CoRoT-2__2026-08-09,586,85,1.879310941229534,1.352390149524102,784.0,66.0909050214076,2.75,282,0.18085106382978725,2.345843003162465,0.2578296935627411,0.6833857968107396
CoRoT-2,CoRoT-2__2026-08-09,868,86,0.418939883379286,1.3505423738866922,3146.25,14.803908299427794,2.75,282,0.18439716312056736,2.345843003162465,0.2578296935627411,0.15234177577428581
CoRoT-2,CoRoT-2__2026-08-16,175,85,0.7281786583245924,1.342997350790207,1786.0,25.54698384115093,2.75,263,0.21673003802281368,2.2539087962604873,0.39203035471863035,0.26479223939076085
CoRoT-2,CoRoT-2__2026-08-09,123,86,0.9642146019037684,1.336135846177603,1894.5,34.956095296413686,2.75,282,0.1879432624113475,2.345843003162465,0.2578296935627411,0.35062349160137035
CoRoT-2,CoRoT-2__2026-08-16,646,79,2.318649477882561,1.329609635376157,385.0,79.46974581783245,2.75,263,0.22053231939163498,2.2539087962604873,0.39203035471863035,0.8431452646845675
CoRoT-2,CoRoT-2__2026-08-09,887,86,0.41309131962585866,1.3240835984810302,3196.5,14.757406686141318,2.75,282,0.19148936170212766,2.345843003162465,0.2578296935627411,0.15021502531849407
CoRoT-2,CoRoT-2__2026-08-16,935,79,1.430834670018361,1.3199177652804754,524.5,49.28145981173735,2.75,263,0.22433460076045628,2.2539087962604873,0.39203035471863035,0.520303516370313
CoRoT-2,CoRoT-2__2026-08-16,655,85,1.0366390268531778,1.304399634903962,960.5,38.29259722480064,2.75,263,0.22813688212927757,2.2539087962604873,0.39203035471863035,0.3769596461284283
CoRoT-2,CoRoT-2__2026-08-09,877,83,1.3178428342607806,1.2994357990519618,605.0,47.02221360514402,2.75,282,0.1950354609929078,2.345843003162465,0.2578296935627411,0.47921557609482934
CoRoT-2,CoRoT-2__2026-08-09,600,84,1.4526169794560684,1.2923639171776793,629.75,52.30592982272771,2.75,282,0.19858156028368795,2.345843003162465,0.2578296935627411,0.5282243561658431
CoRoT-2,CoRoT-2__2026-08-09,665,86,0.8253384964096184,1.2690931124699012,1105.0,31.365292592952258,2.75,282,0.20212765957446807,2.345843003162465,0.2578296935627411,0.3001230896034976
