track_id,x_first,y_first,median_flux,max_peak,persistence,session_id,in_ensemble,rms_ppt,n_points
572,181.86598235532756,77.03145902197234,882.5,675.0,0.9885057471264368,CoRoT-2__2026-08-09,False,45.91298790150125,86
573,147.83960879511446,76.81423342110622,245.0,502.0,0.9310344827586207,CoRoT-2__2026-08-09,False,74.88244566150432,81
574,97.84561213728536,79.17791736589626,3921.0599517822266,1049.0,0.9885057471264368,CoRoT-2__2026-08-09,True,22.901416227930802,86
576,489.6851731435385,78.0864732570168,748.4145660400391,521.0,0.9885057471264368,CoRoT-2__2026-08-09,False,44.13617456077235,86
577,22.993768241857094,78.60446800111312,275.0911560058594,493.0,0.9655172413793104,CoRoT-2__2026-08-09,False,86.38314444119489,57
580,535.8136401936156,80.86977615873018,341.14324951171875,487.0,0.9655172413793104,CoRoT-2__2026-08-09,False,70.20476434806346,84
581,158.00506873577356,82.07039296359174,361.6214294433594,524.0,0.9770114942528736,CoRoT-2__2026-08-09,False,68.43002334988424,85
582,203.42410714285714,83.03794642857143,258.0,689.0,0.9310344827586207,CoRoT-2__2026-08-09,False,93.11658718219564,81
585,33.096291830209445,87.55482047128741,8165.506896972656,1649.0,0.9885057471264368,CoRoT-2__2026-08-09,True,24.291683104104848,86
586,41.96329407314695,84.84288626799147,458.2667541503906,665.0,0.9770114942528736,CoRoT-2__2026-08-09,False,65.70098477461377,85
587,75.47619047619048,85.18571428571428,206.39056396484375,485.0,0.8850574712643678,CoRoT-2__2026-08-09,False,54.94786059825886,77
588,125.64655304781411,85.78423901709479,1679.8807525634766,705.0,0.9885057471264368,CoRoT-2__2026-08-09,False,26.02543874679734,86
589,181.9620688026303,89.21175770351088,17549.06298828125,3004.0,0.9885057471264368,CoRoT-2__2026-08-09,True,21.460391715127184,86
590,315.5681357154396,87.26045271960713,538.2846374511719,517.0,0.9540229885057471,CoRoT-2__2026-08-09,False,64.06848850277656,83
594,401.86280900594255,90.76327597874648,249.1085205078125,482.0,0.9080459770114943,CoRoT-2__2026-08-09,False,57.98249845729507,79
595,28.4875805500654,92.11124061783795,179.76956176757812,464.0,0.8160919540229885,CoRoT-2__2026-08-09,False,277.3408988455015,69
597,267.2589641434263,95.33864541832669,224.76556396484375,479.0,0.9080459770114943,CoRoT-2__2026-08-09,False,58.89346250012206,79
599,258.4429530201342,96.87919463087249,173.0,482.0,0.8390804597701149,CoRoT-2__2026-08-09,False,94.13930643917169,73
600,553.294714582785,97.5546547359016,357.2971954345703,496.0,0.9655172413793104,CoRoT-2__2026-08-09,False,51.993652823877234,84
603,193.23824878309208,97.97968886475473,152.0,554.0,0.7011494252873564,CoRoT-2__2026-08-09,False,127.34546321752873,61
604,572.0784903193747,98.62618068058748,1071.5374755859375,564.0,0.9885057471264368,CoRoT-2__2026-08-09,False,38.28546462800797,86
605,246.24634858812075,99.90262901655306,1985.4285583496094,714.0,0.9885057471264368,CoRoT-2__2026-08-09,False,22.77530776143115,86
606,535.6566519938104,100.00298812872721,711.4552612304688,524.0,0.9885057471264368,CoRoT-2__2026-08-09,False,39.62513754377799,86
607,327.44838970480646,101.2085521328263,501.6602478027344,507.0,0.9770114942528736,CoRoT-2__2026-08-09,False,55.87057914851926,85
608,30.416916365263578,104.61249216590058,341.7960662841797,630.0,0.9655172413793104,CoRoT-2__2026-08-09,False,58.25321010345564,84
609,341.08838383838383,103.86111111111111,415.4813537597656,492.0,0.9770114942528736,CoRoT-2__2026-08-09,False,46.85204123292529,85
611,506.29630907527564,106.58617181893725,391.791259765625,507.0,0.8620689655172413,CoRoT-2__2026-08-09,False,198.87982135204544,75
612,511.7998457135696,109.78773459280113,4701.720520019531,941.0,0.9885057471264368,CoRoT-2__2026-08-09,True,23.198315501264787,86
614,31.96769851791721,112.79224590201767,1248.0301971435547,645.0,0.9885057471264368,CoRoT-2__2026-08-09,False,32.619007067035014,86
617,126.29409439504397,115.20913018270649,879.8335571289062,566.0,0.9885057471264368,CoRoT-2__2026-08-09,False,30.688243625025645,86
618,144.90059151555818,114.40522896925513,178.26893615722656,523.0,0.8735632183908046,CoRoT-2__2026-08-09,False,80.78455884470814,76
619,176.54597701149424,114.67816091954023,191.9293212890625,484.0,0.896551724137931,CoRoT-2__2026-08-09,False,79.92120493955667,78
620,283.1508078994614,116.16157989228007,545.3891296386719,508.0,0.9770114942528736,CoRoT-2__2026-08-09,False,42.59092689910048,85
623,51.397754268128566,121.74704164431367,169.6832733154297,473.0,0.8735632183908046,CoRoT-2__2026-08-09,False,92.65809731666259,76
625,284.5970394736842,123.55756578947368,581.9096374511719,485.0,0.9770114942528736,CoRoT-2__2026-08-09,False,38.31228033264096,85
626,81.09989347524653,124.84808427736202,2567.686981201172,827.0,0.9885057471264368,CoRoT-2__2026-08-09,False,21.93346310452812,86
630,113.172715735947,127.85188669808628,2907.922332763672,871.0,0.9885057471264368,CoRoT-2__2026-08-09,False,16.506416523628413,86
631,246.43530079455164,128.06583427922814,1678.0558319091797,701.0,0.9885057471264368,CoRoT-2__2026-08-09,False,23.809938059565166,86
632,386.4534911964018,127.17063372114754,509.8605041503906,499.0,0.9770114942528736,CoRoT-2__2026-08-09,False,38.248948785430905,85
